brand,title,stock_status,product_price,cash_discount_price,emi_price,processor,webcam,warranty,url
Apple,Apple Macbook Air M2 (MLXW3) 13.6 inch Liquid Retina Display M2 chip 8GB RAM 256GB SSD Laptop (Space Gray),In Stock,165000,142000,149384,,1080p FaceTime HD camera,One year International Limited Warranty ,https://www.techlandbd.com/apple-macbook-air-m2-8gb-ram-laptop-space-gray
Acer,ACER Aspire 3 A315-58 15.6 INCH FULL HD DISPLAY INTEL I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,66000,62990,66265,"Intel Core i5-1135G7 11th Gen 2.40 GHz up to 4.20 GHz
",HD,2 years,https://www.techlandbd.com/acer-aspire-3-a315-58-11th-gen-laptop
HP,HP 15s-du1116TU 15.6 inch HD Display Intel Pentium 5030 4GB RAM 1TB HDD Laptop,In Stock,38900,38900,40923,"Intel Pentium 5030 (1.1 GHz base frequency, up to 3.0 GHz burst frequency, 4 MB L2 cache, 4 cores)
","HP True Vision 720p HD camera with integrated dual array digital microphones
",2 years,https://www.techlandbd.com/hp-15s-du1116tu-laptop
Lenovo,Lenovo ThinkPad E14 Gen 2 14 inch Full HD display core i3 11th Gen 4GB RAM 512GB SSD Laptop,In Stock,68360,62500,65750,"11th Generation Intel Core i3-1115G4 Processor (3.00 GHz, up to 4.10 GHz Max Turbo, 2 Cores, 4 Threads, 6 MB Cache)
",720p HD,1 Year,https://www.techlandbd.com/lenovo-thinkpad-e14-gen-2-core-i3-11th-gen-laptop
Lenovo,Lenovo ThinkPad E14 Gen 2 14 inch Full HD display core i3 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,70530,64500,67854,"11th Generation Intel Core i3-1115G4 Processor (3.00 GHz, up to 4.10 GHz Max Turbo, 2 Cores, 4 Threads, 6 MB Cache)
",720p HD,"03 Year Warranty (Terms & Conditions Apply As Per Lenovo)
",https://www.techlandbd.com/lenovo-thinkpad-e14-gen-2-core-i3-laptop
Lenovo,LENOVO LEGION 5 15IAH7H 15.6 INCH FULL HD DISPLAY 12TH GEN CORE I7 16GB RAM 512 SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,In Stock,253000,249000,261948,"Intel Core i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB","HD 720p with E-shutter
",3 Years,https://www.techlandbd.com/lenovo-legion-5-15iah7h-core-i7-gaming-laptops
Lenovo,Lenovo IdeaPad Gaming 3i 15IHU 15.6 inch Full HD 120HZ Display Core i7 11th gen 16GB RAM 1TB HDD 256GB SSD Laptop with GTX 1650 4GB Graphics (3 years Warranty),In Stock,136000,135000,142020,"Intel Core i7-11370H Processor 12M Cache, 3.30 GHz up to 4.80 GHz, with IPU","HD Webcam
",3 years International Limited Warranty (Terms & conditions Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-gaming-3i-15ihu-laptop
Acer,Acer Aspire 5 A514-54G 14-inch Full HD IPS Display Core i5 11th Gen 8 GB RAM 512GB SSD laptop with MX 350 2GB Graphics,In Stock,80000,80000,84160,Intel Core i5-11135G7 (Upto 4.2 GHz),"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording
",02 Years Warranty (Adapter 1 year)),https://www.techlandbd.com/acer-aspire-5-a514-54g-i5-laptop
Acer,Acer Aspire 3 A315-59 15.6 inch Full HD Display Core i3 12th Gen 16GB RAM 512GB SSD Laptop,In Stock,66000,58890,61952," Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)
Processor Core: 6 (Performance-cores- 2 Efficient-cores- 4)
Processor Thread: 8","HD 720P camera
",2 Years International Warranty,https://www.techlandbd.com/acer-aspire-3-a315-59-core-i3-laptop-bd
Lenovo,LENOVO LEGION 5I PRO 16 INCH IPS DISPLAY INTEL I7 11TH GEN 16GB RAM 1TB SSD LAPTOP WITH RTX 3070 8GB GRAPHICS (3 years Warranty),In Stock,255000,255000,268260,"Intel Core i7-11800H (8C / 16T, 2.3 / 4.6GHz, 24MB)
","720p with E-camera Shutter
",,https://www.techlandbd.com/lenovo-ip-slim-5i-pro-i7-11th-gen-laptop
Acer,Acer Aspire 3 A315-59 15.6 inch Full HD Display Core i3 12th Gen 8GB RAM 512GB SSD Laptop,In Stock,59900,59900,63015," Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)
Processor Core: 6 (Performance-cores- 2 Efficient-cores- 4)
Processor Thread: 8","HD 720P camera
",2 Years International Warranty,https://www.techlandbd.com/acer-aspire-3-a315-59-core-i3-laptop
Acer,Acer Gaming Aspire 7 A715-42G-R2NE 15.6 inch FHD IPS Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop with GTX 1650 4GB Graphics,In Stock,95500,85500,89946,"AMD Ryzen 5-5500U Hexa-core processor ( CPU Cores 6. of Threads 12. Base Clock. 2.1GHz Max Boost Clock. Up to 4.0GHz)
","HD camera with 1280 x 720 resolution, 720p HD audio/video recording
","02 Years Warranty
",https://www.techlandbd.com/acer-aspire-7-a715-42g-rods-laptop
Acer,Acer Swift 3 SF314-42-R8QB 14 inch FHD Display Ryzen 5 4500U 8GB RAM 512 SSD Ultra-Thin Laptop,In Stock,71000,63990,67317,"AMD Ryzen 5 4500U Hexa-core processor (Base Clock: 2.3GHz, Max Boost Clock. Up to 4.0GHz)",Video conferencing HD webcam with | 1280 x 720 resolution | 720p HD audio/video recording | Super high dynamic range imaging (SHDR),02 Years Warranty (Adapter 1 year)),https://www.techlandbd.com/acer-swift-3-sf314-42-ultra-thin-laptop
Acer,Acer Aspire 3 A315-58 15.6 inch FHD Display intel i3 11th Gen 8GB Ram 512GB SSD Laptop,In Stock,53000,50200,52810,"Intel Core i3-1115G4 ( 3.00 GHz up to 4.10 GHz, 2 CORE 4 THREAD ) 6 MB Intel® Smart Cache, CPU TDP UP 28W DOWN 12W,
",HD 720P,2 years,https://www.techlandbd.com/acer-aspire-3-a315-58-i3-11th-laptop-silver
Acer,ACER NITRO 5 AN515-46-R3U8 15.6 INCH QHD DISPLAY AMD RYZEN 5 6600H 8GB RAM 1TB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS,In Stock,127900,117900,124031, Model: AMD Ryzen 5 6600H,Video conferencing: UFC with Narrow USB HD camera,2 Years,https://www.techlandbd.com/acer-nitro-5-an515-46-amd-ryzen-5-laptop
Acer,ACER NITRO 5 AN515-58-58TZ 15.6 INCH FHD DISPLAY CORE I5 12TH GEN 8GB RAM 512GB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS,In Stock,114900,114900,120875,"Core i5-12500H 4.50 GHz , Core
12, Thread 16, (4 Performance-cores, 8 Efficient-cores) Cache 18MB",Video conferencing: UFC with Narrow USB HD camera,2 Years,https://www.techlandbd.com/acer-nitro-5-an515-48-core-i5-12th-laptop
Acer,Acer Swift SF313-53 13.5-inch Full HD IPS Display Core i5 11th Gen 8 GB RAM 512GB SSD laptop,In Stock,100000,100000,105200,Intel Core i5-11135G7 (Upto 4.2 GHz),"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording
",02 Years Warranty (Adapter 1 year)),https://www.techlandbd.com/acer-swift-sf313-53-i5-laptop
Acer,ACER TRAVELMATE P214-53 14 INCH FULL HD DISPLAY CORE I3-1115G4 11TH GEN 4GB RAM 1TB HDD LAPTOP,In Stock,55000,48500,51022,Intel Core i3-1115G4 Processor ,HD WEBCAM,3 years,https://www.techlandbd.com/acer-travelmate-p214-53-laptop
Acer,ACER TRAVEL MATE TMP 214-53-30NZ 14 INCH FULL HD IPS DISPLAY INTEL I3 11TH GEN 4GB RAM 256GB SSD 1TB HDD LAPTOP,In Stock,56000,53500,56282,Intel Core i3-1115G4 up to 4.10GHz,"Integrated HD Video webcam with Camera Shutter
",2 years,https://www.techlandbd.com/acer-travel-mate-tmp-214-53-30nz-laptop
Acer,Acer Nitro 5 AN515-58-74W2 15.6 inch Full HD 165Hz Display Core i7 12th Gen 16GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics,In Stock,217000,217000,228284,Processor Type: Core i7,Acer HD Webcam,2 Years Warranty,https://www.techlandbd.com/acer-nitro-5-an515-58-74w2-gaming-laptop
Apple,Apple MacBook Pro 14.2 inch Liquid Retina XDR Display M1 Pro Chip 16GB RAM 1TB SSD (Space Grey 2021),In Stock,249000,249000,261948,Apple M1 Pro Chip (10-core CPU with 6 performance cores and 2 efficiency cores ,1080p FaceTime HD camera (Advanced image signal processor with computational video),"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m1-pro-1tb-ssd-space-grey
Acer,Acer TravelMate P214-53G 14 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop With MX330 2GB Graphics,In Stock,89000,85000,89420,"Intel Core i7-1165G7 Processor
12M Cache, up to 4.70 GHz, with IPU",HD WEBCAM,3 years,https://www.techlandbd.com/acer-travelmate-p214-53-core-i7-laptop
Acer,Acer TravelMate P214-53-544R 14 inch FHD Display Core i5 11th Gen 8GB RAM 1TB HDD & 256GB SSD Laptop with 3 Years Warranty,In Stock,69500,64890,68264,"Intel Core i5-1135G7 (2.4GHz -4.2GHz) 8 MB Intel® Smart Cache
TDP UP 28W, DOWN 12W, CORE 4, THREAD 8",HD WEBCAM,3 years International Warranty ( Military Grade Tested),https://www.techlandbd.com/acer-travelmate-p214-53-core-i5-laptop
Apple,Apple MacBook Pro 14.2 inch Liquid Retina XDR Display M1 Pro Chip 16GB RAM 512GB SSD (Silver 2021),In Stock,222000,222000,233544,Apple M1 Pro Chip (8-core CPU with 6 performance cores and 2 efficiency cores,1080p FaceTime HD camera (Advanced image signal processor with computational video),"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m1-pro-chip-16gb-ram-silver
Apple,"Apple MacBook Pro 16-Inch M1 Pro Chip, 16GB RAM, 1TB SSD (MK193) Space Gray",In Stock,308000,308000,324016,Apple M1 Pro Chip (10-core CPU with 8 performance cores and 2 efficiency cores,1080p FaceTime HD camera (Advanced image signal processor with computational video),01 year International Limited Warranty ,https://www.techlandbd.com/macbook-pro-16-inch-space-gray-2021
Apple,Apple MacBook Pro 14.2 inch Liquid Retina XDR Display M1 Pro Chip 16GB RAM 512GB SSD (Space Gray 2021),In Stock,222000,222000,233544,Apple M1 Pro Chip (8-core CPU with 6 performance cores and 2 efficiency cores,1080p FaceTime HD camera (Advanced image signal processor with computational video),"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m1-pro-space-gray
Apple,Apple MacBook Pro 14.2 inch Liquid Retina XDR Display M1 Pro Chip 16GB RAM 1TB SSD (Silver 2021),In Stock,263000,263000,276676,Apple M1 Pro Chip (10-core CPU with 6 performance cores and 2 efficiency cores ,1080p FaceTime HD camera (Advanced image signal processor with computational video),"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m1-pro-chip-1tb-silver
Asus,ASUS EXPERTBOOK B7 FLIP B7402FEA 14.0 INCH WUXGA Touch DISPLAY CORE I7 11TH GEN 16 GB RAM 512GB SSD 2 in 1 LAPTOP,In Stock,160000,150000,157800,"Intel® Core™ i7-1195G7 Processor 2.9 GHz (12M Cache, up to 5.0 GHz, 4 cores)
","IR webcam with Windows Hello support
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-b7-flip-b7402fea-laptop
Asus,ASUS EXPERTBOOK L2 FLIP L2402FYA AMD RYZEN 5 5625U 8GB RAM 512 GB SSD 14 INCH TOUCHSCREEN LED DISPLAY LAPTOP,In Stock,108000,98000,103096,AMD Ryzen 5 5625U 2.30GHz - Up to 4.30GHz,HD Webcam,3 Year International (1 year for Battery) ,https://www.techlandbd.com/asus-expertbook-l2-flip-laptop
Asus,ASUS ExpertBook B5 Flip B5302FEA 13.3 inch Full HD Touch Display Core i7 11th Gen 16GB RAM 512GB SSD 2 in 1 Laptop,In Stock,136000,126000,132552,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
",720p HD camera ,03 years International Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-expertbook-b5-flip-b5302fea-core-i7-16gb-ram-laptop
Acer,ACER TRAVELMATE TMP214-53 14 INCH IPS FULL HD DISPLAY INTEL I7 11TH GEN 8GB RAM 1TB HDD LAPTOP,In Stock,85000,80000,84160,"Intel Core i7-1165G7 Processor
12M Cache, up to 4.70 GHz, with IPU",HD WEBCAM,3 years,https://www.techlandbd.com/acer-travelmate-p214-53-i7-11th-gen-laptop
Asus,ASUS P1512CEA 15.6 INCH FHD DISPLAY I3 11TH GEN 4GB 3200MHZ RAM 1TB HDD LAPTOP (SLATE GREY),In Stock,56000,53800,56598,"i3-1115G4 PROCESSOR (Processor Frequency,3.00 GHz up to 4.10 GHz, Core 2 , Thread 4,CPU Cache 6MB)","720p HD camera
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-p1512cea-i3-11th-gen-laptop-slate-grey
Asus,ASUS EXPERTBOOK B5 FLIP B5402CEA INTEL CORE I5 RAM 8GB 512GB SSD 11TH GEN 14 INCH FHD LED DISPLAY STAR BLACK LAPTOP,In Stock,110000,110000,115720,Processor Brand: Intel ,720p HD camera ,3 years,https://www.techlandbd.com/asus-expertbook-b5-flip-b5402cea-core-i5-laptop
Asus,Asus ProArt Studio book Pro W7600H3A 16 inch 4K OLED Display Core i7 11th Gen 32GB RAM 1TB SSD Creator Laptop with RTX A3000 6GB Graphics,In Stock,360000,360000,378720,"Intel Core i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 cores)
",HD camera with IR function to support Windows Hello,"2 Years International Warranty ( Battery And Adapter 01 Year )
",https://www.techlandbd.com/asus-proart-studio-book-pro-w7600h3a-creator-laptop
Asus,ASUS ROG GX800VH 18.4 INCH UHD DISPLAY CORE I7 7TH GEN 64GB RAM 1.5TB SSD LAPTOP WITH 16GB GRAPHICS,In Stock,410000,410000,431320,"Intel Core i7 7820HK Processor (8M Cache, 2.90 GHz up to 3.90 GHz)
","HD Web Camera
",2 years,https://www.techlandbd.com/asus-rog-gx800vh-laptop
Asus,Asus ExpertBook P2 P2451FA 14 inch Full HD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,In Stock,51500,51500,54178,"Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)
","720p HD camera
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-p2-p2451fa-laptop
Asus,ASUS ROG ZEPHYRUS M16 GU603ZW 16 INCH WQXGA 165HZ DISPLAY CORE I9 12TH GEN 32GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH 3070 TI 8GB GRAPHICS,In Stock,360000,350000,368200,"12th Gen Intel Core i9-12900H Processor 2.5 GHz (24M Cache, up to 5.0 GHz, 14 cores: 6 P-cores and 8 E-cores)","720P HD IR Camera for Windows Hello
","2 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-zephyrus-m16-gu603zw
Asus,ASUS PROART STUDIOBOOK 16 INCH OLED DISPLAY RYZEN 7 5800H 16GB RAM 1TB SSD LAPTOP WITH 6GB RTX 3060 GRAPHICS,In Stock,270000,270000,284040,"AMD Ryzen 7 5800H 3.2GHz Up to 4.4GHz
","HD camera
","2 years Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-proart-studiobook-h5600qm-laptop
Asus,Asus TUF Dash F15 FX517ZE 15.6 Inch Full HD 300Hz Display Core i7 12th Gen 16GB DDR5 RAM 512GB SSD Gaming Laptop With RTX 3050 Ti 4GB Graphics (OFF Black),In Stock,174000,174000,183048,"12th Gen Intel Core i7-12650H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 10 cores: 6 P-cores and 4 E-cores)
","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx517ze-core-i7-gaming-laptop
Asus,Asus TUF Dash F15 FX517ZM 15.6 inch Full HD 300Hz Display Core i5 12th Gen 16GB DDR5 RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics (OFF Black),In Stock,182000,182000,191464,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx517zm-core-i5-gaming-laptop
Asus,ASUS TUF GAMING F15 FX507VU4 15.6 INCH FULL HD 144HZ DISPLAY CORE I7 13TH GEN 8GB RAM 512GB SSD GAMING LAPTOP WITH RTX 4050 6GB GRAPHICS,In Stock,174000,174000,183048,"Processor -Brand--
Intel","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-gaming-f15-fx507vu4-gaming-laptop
Asus,ASUS TUF GAMING F15 FX507ZC 15.6 INCH FULL HD 144HZ DISPLAY CORE I7 12TH GEN 8GB RAM 512GB SSD GAMING LAPTOP WITH 3050 4GB GRAPHICS,In Stock,164000,164000,172528,"12th Gen Intel Core i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)
","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-gaming-f15-fx507zc-8gb-ram-laptop
Asus,Asus TUF Dash F15 FX517ZE 15.6 Inch Full HD 300Hz Display Core I5 12th Gen 16GB DDR5 RAM 512GB SSD Gaming Laptop With RTX 3050 Ti 4GB Graphics (OFF Black),In Stock,159000,159000,167268,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx517ze-core-i5-gaming-laptop
Asus,Asus TUF Dash F15 FX517ZM 15.6 inch Full HD 300Hz Display Core i7 12th Gen 16GB DDR5 RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics (OFF Black),In Stock,203000,203000,213556,"12th Gen Intel Core i7-12650H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 10 cores: 6 P-cores and 4 E-cores)
","720P HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx517zm-core-i7-gaming-laptop
Asus,Asus VivoBook 14 X1400EA 14 Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,78500,77500,81530,"Intel Core
Core i5 1135G7 Processor
2.40 GHz (8M Cache, up to 4.20 GHz, 4 cores)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-14-x1400ea-core-i5-laptop
Asus,ASUS Vivobook 14 X1402ZA 14 inch FHD Display Core i3 12th Gen 4GB RAM 512GB SSD Laptop,In Stock,69000,69000,72588,"Intel Core I3-1220P Processor (Threads- 12, Cores- 10, Cache- 12MB , Up To 4.4GHz)
","720p HD camera
With privacy shutter","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-14-x1502za-core-i3-laptop
Asus,ASUS Vivobook 14 X1402ZA 14 inch Full HD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop,In Stock,87800,87800,92366,"Intel Core I5-1240P Processor (Threads- 16, Cores- 10, Cache- 12M , Up To 4.4GHz)
",720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-14-x1402za-core-i5-laptop-blue
Asus,Asus VivoBook 14 X415EA 14 inch Full HD Display Core i3 11th Gen 4GB RAM 256GB SSD Laptop (Transparent Silver),In Stock,54000,54000,56808,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
",,2 Years International Warranty (1 Year For Battery And Adapter),https://www.techlandbd.com/asus-vivobook-14-x415ea-core-i3-laptop-silver
Asus,Asus VivoBook 14 X415EA 14 inch Full HD Display Core i5 11th Gen 4GB RAM 512GB SSD Laptop (SLATE GREY),In Stock,72000,72000,75744,"Intel Core I5-1135G7 Processor (8M Cache, 2.40 GHz Up To 4.20 GHz)
",,2 Years International Warranty (1 Year For Battery And Adapter),https://www.techlandbd.com/asus-vivobook-14-x415ea-laptop-slate-grey
Asus,ASUS Vivobook 14 X1402ZA 14 inch FHD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop (Terra Cotta),In Stock,89000,87800,92366,"Intel Core i5-1240P Processor (Threads- 16, Cores- 10,
Cache- 12M , up to 4.4GHz)
",720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-14-x1402za-core-i5-laptop-blue-terra-cotta
Asus,Asus VivoBook 14 X415EA 14 inch Full HD Display Core i5 11th Gen 4GB RAM 512GB SSD Laptop,In Stock,72500,72500,76270,"Intel Core I5-1135G7 Processor (8M Cache, 2.40 GHz Up To 4.20 GHz)
",,2 Years International Warranty (1 Year For Battery And Adapter),https://www.techlandbd.com/asus-vivobook-14-x415ea-laptop
Asus,Asus VivoBook 15 K513EP 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop With MX330 Graphics,In Stock,105500,105500,110986,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)
",720p HD camera,02 years,https://www.techlandbd.com/asus-vivobook-15-k513ep-i7-laptop
Asus,ASUS VIVOBOOK 15 X1500EA 15.6 FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 1TB HDD LAPTOP,In Stock,75500,75500,79426,"Intel Core i5-1135G7 Processor 2.40 GHz (
8 M Cache, up to 4.20 GHz, 2 cores)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x1500ea-core-i5-11th-gen-1tb-laptop
Asus,Asus VivoBook 15 X1500EA 15.6 Full HD Display Core i3 11th Gen 8GB RAM 1TB HDD Laptop,In Stock,63000,62800,66066,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x1500ea-core-i3-laptop
Asus,Asus VivoBook 15 R565FA 15.6 inch HD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,In Stock,47000,47000,49444,"Intel Core i3-10110U Processor (4M Cache, 2.10 GHz up to 4.10 GHz)
","720p HD camera
","02 years International Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-vivobook-15-r565fa-laptop
Asus,ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 4GB RAM 512GB SSD LAPTOP (ICELIGHT SILVER ),In Stock,69990,69500,73114,"Intel Core I3-1220P Processor (Threads- 12, Cores- 10, Cache- 12MB , Up To 4.4GHz)
","720p HD camera
With privacy shutter","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1502za-core-i3-laptop-icelight-silver
Asus,ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I5 12TH GEN 8GB RAM 512GB SSD LAPTOP (ICELIGHT SILVER ),In Stock,88000,85500,89946,"Intel Core I5-1240P Processor (Threads- 16, Cores- 10, Cache- 12M , Up To 4.4GHz)
","720p HD camera
With privacy shutter","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1502za-core-i5-laptop-silver
Asus,ASUS VIVOBOOK 15 X1505ZA 15.6 INCH FULL HD OLED DISPLAY CORE I5 12TH GEN 8GB RAM 512GB SSD LAPTOP ( INDIE BLACK),In Stock,94500,94500,99414,Processor Brand: Intel ,720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1505za-laptop
Asus,ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 4GB RAM 256GB SSD LAPTOP (QUIET BLUE),In Stock,63900,63900,67223,Processor Brand: Intel ,720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1502za-core-i3-12th-gen-laptops
Asus,Asus Vivobook 15 X1502ZA 15.6 Inch Full Hd Display Core I5 12th Gen 8GB RAM 512GB SSD Laptop (Quiet Blue),In Stock,87800,85500,89946,"Intel Core I5-1240P Processor (Threads- 16, Cores- 10, Cache- 12M , Up To 4.4GHz)
",720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1502za-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Peacock Blue),In Stock,55000,51900,54599,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
",VGA camera,02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i3-laptop
Asus,ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 8GB RAM 256GB SSD LAPTOP (QUIET BLUE),In Stock,65500,65500,68906,Processor Brand: Intel ,720p HD camera,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-15-x1502za-12th-gen-laptops
Asus,Asus VivoBook 15 X513EP 15.6-Inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD laptop With MX330 2GB Graphics,In Stock,112000,112000,117824,11th Gen Intel Core i7 1165G7 (2.80GHz-4.70GHz,HD Camera,2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-15-x513ep-i7-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop (Peacock Blue),In Stock,70000,68500,72062,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-i5-1hdd-blue-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 512GB SSD Laptop (Peacock Blue),In Stock,74500,74500,78374,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-i5-blue-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD WV Display Core i5 11th Gen 4GB RAM 1TB HDD FTPM Laptop,In Stock,70500,68500,72062,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-1tb-hdd-ftpm-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD WV Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop,In Stock,70500,68500,72062,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-1tb-hdd-laptop
