brand,title,stock_status,product_price,cash_discount_price,emi_price,processor,webcam,warranty,url
Lenovo,LENOVO IDEAPAD 3 14ABA7 RYZEN 5 5625U 8GB RAM 256GB SSD 14 INCH FHD LAPTOP,In Stock,65000,65000,68380,"AMD Ryzen™ 5 5625U (6Core / 12Threads, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)
",HD WEBCAM,02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-3-14aba7-ryzen-5-laptop
Lenovo,LENOVO IDEAPAD 3 14ABA7 RYZEN 5 5625U 8GB RAM 512GB SSD 14 INCH FHD LAPTOP,In Stock,68500,64490,67843,"AMD Ryzen™ 5 5625U (6Core / 12Threads, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)
",HD WEBCAM,02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-3-14aba7-ryzen-5-laptop-bd
Lenovo,LENOVO IDEAPAD slim 3i 15IIL05 15.6 INCH FULL HD DISPLAY INTEL I3 10TH GEN 4GB RAM 256GB SSD LAPTOP (3 years Warranty),In Stock,47500,47000,49444,"Intel Core i3-1005G1 (2C / 4T, 1.2 / 3.4GHz, 4MB)
","720p with Privacy Shutter
",3 years,https://www.techlandbd.com/lenovo-ideapad-3-15iil05-laptop
Lenovo,Lenovo IdeaPad Slim 3i 14 Inch FHD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop,In Stock,80500,78500,82582,"Intel Core i5-1235U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB
","HD 720p with Privacy Shutter
","3 Years (Battery + Adapter 1 Year)
",https://www.techlandbd.com/lenovo-ideapad-slim-3i-12th-gen-i5-laptop-bd
Lenovo,Lenovo IdeaPad Slim 3i 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop MX350 2GB Graphics (3 YEARS WARRANTY),In Stock,78500,78500,82582,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","720p with Privacy Shutter
",3 year,https://www.techlandbd.com/lenovo-ideapad-slim-3i-core-i5-8gb-ram-laptop
Apple,Apple Macbook Pro M2 (MNEH3) 13.3 inch Retina display M2 chip 8GB RAM 256GB SSD Laptop (Space Grey),In Stock,162000,162000,170424,Apple M2 chip ,720p FaceTime HD camera ,"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m2-256gb-ssd-laptop-space-grey
Lenovo,LENOVO IDEAPAD FLEX 5 14ALC05 14 INCH FULL HD DISPLAY RYZEN 5 5500U 8GB RAM 512GB SSD 2 IN 1 TOUCH LAPTOP (3 years Warranty),In Stock,88000,88000,92576,"AMD Ryzen 5 5500U (6C / 12T, 2.1 / 4.0GHz, 3MB L2 / 8MB L3)
","720p with Privacy Shutter
",3 Years,https://www.techlandbd.com/lenovo-ideapad-flex-5-fhd-laptop
Asus,Asus ROG STRIX G15 G513IE 15.6 inch Full HD 144Hz Display Ryzen 7 4800H 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics (Eclipse Grey),In Stock,144000,144000,151488,"AMD Ryzen 7 4800H Processor 2.9 GHz (8M Cache, up to 4.2 GHz)
",FHD 1080P 60FPS external camera,"2 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-strix-g15-g513ie-ryzen-7-gaming-laptop
Lenovo,Lenovo IdeaPad 1 15ADA7 15.6 inch FHD Display Ryzen 3 3250U 8GB RAM 512GB SSD Laptop (3 years Warranty),In Stock,55000,51500,54178,"AMD Ryzen 3 3250U Processor (2 Cores / 4 Threads, 2.60 GHz, up to 3.50 GHz with Max Boost, 1 MB Cache L2 / 4 MB Cache L3)","HD 720p with Privacy Shutter
",3 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-1-15ada7-laptop
HP,HP 15s-fq5886TU 15.6 INCH FHD DISPLAY INTEL CORE I5 12TH GEN 8GB RAM 512GB LAPTOP,In Stock,72000,72000,75744,"Intel Core i5-1235U Processor (12M Cache, 3.30 GHz, up to 4.40 GHz)
","HP True Vision 720p HD camera with integrated dual array digital microphones
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-15s-fq5886tu-i5-12th-gen-laptop
Lenovo,Lenovo IdeaPad 3 14 inch Full HD Display Ryzen 7 5700U 8GB RAM 512GB SSD Laptop (3 years Warranty),In Stock,75500,75500,79426,"AMD Ryzen 7 5700U (8C / 16T, 1.8 GHz up to 4.3GHz, 4MB L2 / 8MB L3)","720 HD webcam with privacy shutter
",3 Year International (1 year for Battery and Adapter),https://www.techlandbd.com/lenovo-ideapad-3-ryzen-7-5700u-laptop
HP,HP PROBOOK 440 G8 14-INCH FHD IPS DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,87000,87000,91524,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",720p HD camera,03 years International Limited Warranty (Terms & condition Apply As Per HP),https://www.techlandbd.com/hp-probook-440-g8-i5-11th-gen-laptop
HP,HP 15S-DU3611TU 15.6 INCH FULL HD I3 11TH GEN 4GB RAM 1 TB HDD LAPTOP,In Stock,60000,57000,59964,"Intel® Core i3-1125G4 Processor
8M Cache, up to 3.70 GHz (4 core 8 thread)","HP True Vision 720p HD camera with integrated dual array digital microphones
",2 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-15s-du3611tu-laptop
HP,HP 15S-FQ3234TU 15.6 INCH FHD CELERON N4500 4GB RAM 256GB SSD LAPTOP,In Stock,47500,46000,48392,Intel Celeron N4500-1.10 To 2.80 GHz,"HP True Vision 720p HD camera with integrated dual array digital microphones
",2 Years,https://www.techlandbd.com/hp-15s-fq3234tu-laptop
Lenovo,Lenovo IdeaPad 3 14 inch Full HD Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop (3 years Warranty),In Stock,70000,70000,73640,AMD Ryzen 5 5500U (2.1 up to 4.0GHz) Processor,"720 HD webcam with privacy shutter
",2 Year International (1 year for Battery and Adapter),https://www.techlandbd.com/lenovo-ideapad-3-ryzen-5-5500u-laptop
HP,HP 15s-eq2171AU 15.6 inch FHD Display Ryzen 3 5300U 8GB Ram 512GB SSD Laptop,In Stock,60700,60700,63856,"AMD Ryzen 3 5300U (up to 3.8 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)
","HP True Vision 720p HD camera with integrated dual array digital microphones
","02 years International Limited Warranty (Terms & Conditions Apply As Per HP).
",https://www.techlandbd.com/hp-15s-eq2171au-laptop
Apple,Apple Macbook Air M2 13.6 inch Liquid Retina Display M2 chip 8GB RAM 512GB SSD Laptop (Space Gray),In Stock,183000,183000,192516,,1080p FaceTime HD camera,One year International Limited Warranty,https://www.techlandbd.com/apple-macbook-air-m2-8gb-ram-512gb-laptop-space-gray
HP,HP 240 G8 14'' inch Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,In Stock,58000,58000,61016,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz)",HD Webcam,"2 years International Limited Warranty (Terms & condition Apply As Per HP)
",https://www.techlandbd.com/hp-240-g8-core-i3-10th-laptop
Asus,Asus TUF Gaming F15 FX506LHB 15.6 inch Full HD 144Hz Display Core i5 10th Gen 8GB RAM 512GB SSD ​Gaming Laptop With GTX 1650 4GB Graphics,In Stock,91900,91900,96679,"Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",720P HD,02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-gaming-f15-fx506lhb-gaming-laptop
MSI,MSI SUMMIT E14 A11SCST 14-inch Full HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,In Stock,156500,156500,164638,11th Gen. Intel Core i7-1185G7 Processor,IR HD type (30fps 720p),"02 years warranty
",https://www.techlandbd.com/msi-summit-e14-a11scst-i7-laptop
Walton,Walton Tamarind EX10 Pro 14-inch HD Display core i3 10 gen 8GB RAM 512GB SSD Laptop,In Stock,47950,44500,46814,"Intel Core i3-1005G1 10 Generation Processor 10nm, 1.20GHz, 4MB Smart Cache",1.0M HD video camera,02-years warranty,https://www.techlandbd.com/walton-tamarind-ex310-pro-i3-laptop
MSI,MSI SUMMIT E14 A11SCS 14-inch 4K Ultra HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,In Stock,148000,142500,149910,11th Gen. Intel® Core™ i7-1185G7 Processor,IR HD type (,02 years warranty ,https://www.techlandbd.com/msi-summit-e14-a11scs-i7-laptop
Walton,WALTON TAMARIND MX511G 14 INCH FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,79550,75550,79479,"Intel Core i5-1135G7 processor (0.9GHz - 2.4GHz, up to 4.2GHz)
"," 1.0M HD video camera (Windows Hello Camera optional)
",02-years warranty,https://www.techlandbd.com/walton-tamarind-mx11-core-i5-laptop
MSI,MSI Creator Z16 A11UET 16 inch QHD+ 120Hz Touch Display Core i7 11th Gen 16GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics,In Stock,189900,187000,196724,"Intel Core i7-11800H Processor (24M Cache, up to 4.60 GHz) Core: 8 Thread: 16 ",IR HD type (,2 Years Warranty,https://www.techlandbd.com/msi-creator-z16-a11uet-gaming-laptop
Acer,ACER EXTENSA 14 EX214-53-543W 14 INCH IPS FHD DISPLAY INTEL I5 12TH GEN 16GB RAM 512GB SSD LAPTOP (PURE SILVER),In Stock,86500,78990,83097,Intel Core i5-1240P (3.3GHz Up to 4.4GHz) ,Video conferencing UFC with T-Type HD camera,3 years warranty (01 year Battery & Adapter),https://www.techlandbd.com/acer-extensa-14-ex214-53-543w-laptop
Xiaomi,Xiaomi RedmiBook Pro 14 inch 2.5k Super FHD Plus Display Ryzen 7 5700U 16GB RAM 512GB SSD Laptop,In Stock,78800,78800,82898,Processor Type: Ryzen 7,,02 Years warranty (1 Year Full & 1 Year Service),https://www.techlandbd.com/xiaomi-redmibook-pro-14-ryzen-7-laptop
Machenike,MACHENIKE L15 15.6 INCH 144HZ FHD DISPLAY INTEL CORE I5 12 GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX3050TI 4GB GRAPHICS,In Stock,119900,114900,120875,"i5-12450H 8 core, 12 Threads. Up to 4.4 GHz",Yes,2 Years,https://www.techlandbd.com/machenike-l15-gaming-laptop
Thunderobot,THUNDEROBOT ZERO 16 INCH 165HZ 2.5K DISPLAY CORE I9 12TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,In Stock,204000,199000,209348,"i9-12900H 14 Cores, 20 Threads",1.0M HD VIDEO CAMERA,2 Years,https://www.techlandbd.com/thunderobot-zero-gaming-laptop
Dell,DELL INSPIRON 15 3525 RYZEN 3 5425U 15.6 INCH FULL HD 120HZ DISPLAY 8GB RAM 256GB SSD LAPTOP WITH RADEON GRAPHICS,In Stock,60000,59000,62068,"AMD Ryzen 3 5425U 2.70 GHz Up to 4.10 Ghz
","720p at 30 fps HD camera
",2 years,https://www.techlandbd.com/dell-inspiron-15-3525-ryzen-3-laptop
Lenovo,Lenovo IdeaPad 3 15IGL 15.6 inch FHD Display Intel Celeron N4020 4GB RAM 1TB HDD Laptop (3 years Warranty),In Stock,36000,36000,37872,Intel CDC 4020 (4MB cache and 1.1 GHz up to 2.8 GHz),HD Webcam,3 year Warranty ,https://www.techlandbd.com/ideapad-slim-3i-15igl-celeron-n4020-4gb-ram-laptop
Lenovo,LENOVO Idea Pad 5 PRO 14 INCH IPS DISPLAY RYZEN 5 5600U 16GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,In Stock,95000,92000,96784,"AMD Ryzen 5 5600U (6C / 12T, 2.3 / 4.2GHz, 3MB L2 / 16MB L3)
","IR & 720p + ToF Sensor
",3 years,https://www.techlandbd.com/lenovo-idea-pad-5-pro-ryzen-5-laptop
Asus,ASUS PROART STUDIOBOOK 16 OLED H5600QR 16 INCH 4K OLED DISPLAY 32GB RAM 1TB SSD LAPTOP WITH NVIDIA 8GB RTX 3070 GRAPHICS,In Stock,333000,333000,350316,AMD Ryzen 7 5900HX (3.3GHz up to 4.6GHz) ,"HD camera
","2 years Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-proart-studiobook-16-oled-h5600qr-laptop
Lenovo,LENOVO IDEAPAD GAMING 3I 15.6 INCH FHD DISPLAY INTEL I5 11TH GEN RAM 8GB 512GB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS (3 years Warranty),In Stock,111000,110000,115720,"Intel® Core™ i5-11300H (4C / 8T, 3.1 / 4.4GHz, 8MB)
","720P HD Cam
",3 years,https://www.techlandbd.com/lenovo-ideapad-gaming-3i-156-inch-fhd-display-intel-i5-11th-gen-ram-8gb-512gb-ssd-laptop
Asus,ASUS ZENBOOK DUO 14 UX482EAR-KA433W 14.0 INCH FULL HD DISPLAY INTEL I7 11TH GEN 16GB RAM 512GB SSD LAPTOP,In Stock,159000,136500,143598,"Intel Core i7-1195G7 Processor 3.0 GHz (12M Cache, up to 4.8 GHz, 4 cores)
","HD camera with IR function to support Windows Hello
",2 Years,https://www.techlandbd.com/asus-zenbook-duo-14-ux482ear-ka433w-laptop
Lenovo,Lenovo ThinkPad E14 14 inch FHD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,97330,89500,94154,"11th Generation Intel Core i5-1135G7 Processor (2.40 GHz, up to 4.20 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache)
",720p HD,3 Years Warranty ,https://www.techlandbd.com/lenovo-thinkpad-e14-gen-2-core-i5-laptop
Lenovo,LENOVO IDEAPAD SLIM 5I PRO 14ITL-6 14 INCH ANTIGLARE DISPLAY INTEL CORE I7 11TH GEN 16GB RAM 512GB SSD LAPTOP (STORM GREY),In Stock,150000,139000,146228,"Intel Core i7 Core i7 1165G7 2.80 GHz-4.70 GHz
","HD Webcam
",3 years,https://www.techlandbd.com/lenovo-ideapad-slim-5i-pro-14itl-6-laptop
Lenovo,LENOVO K14 14 INCH FULL HD DISPLAY INTEL I3 11TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,66500,66500,69958,"Intel Core i3-1115G4 3.0GHz up to 4.10 GHz
Processor Core
2 ","HD 720p, fixed focus
",3 years,https://www.techlandbd.com/lenovo-k14-core-i3-11th-gen-laptop
WiWU,WIWU 15.6'' PILOT LAPTOP HANDBAG,In Stock,2800,2800,2946,,,,https://www.techlandbd.com/wiwu-15-6-pilot-laptop-handbag
Walton,Walton TAMARIND EX710G 14-inch Full HD Display Core i7 10th Gen 8GB RAM 512GB SSD Laptop,In Stock,70990,70990,74681,"Intel Core i7-10510U processor (14nm, 1.8GHz, DDR4 2666MHz, 8MB Smart Cache, TDP: 15W)
","1.0M HD video camera
","02-years warranty
",https://www.techlandbd.com/walton-tamarind-ex710g-laptop
WiWU,WIWU 14'' PILOT LAPTOP HANDBAG,In Stock,2700,2700,2840,,,,https://www.techlandbd.com/wiwu-14-pilot-laptop-handbag
Asus,ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH OLED 120HZ DISPLAY INTEL I7 12 GEN 16GB RAM 1TB SSD LAPTOP,In Stock,224990,224990,236689,Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz),"720p HD IR webcam with Windows Hello support
","2 years International Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-zenbook-pro-14-duo-oled-i7-12th-gen-laptop
Asus,Asus Vivobook E410MA 14 inch HD Display Celeron N4020 4GB RAM 256GB SSD Laptop (PEACOCK BLUE),In Stock,45000,45000,47340,Intel Celeron Processor N4020,VGA webcam,02 years,https://www.techlandbd.com/asus-vivobook-e410ma-15inch-celeron-n4020-laptop
Asus,Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 5 5600H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,In Stock,135000,132000,138864,"AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)
","720p HD camera
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-ryzen-5-laptop
Asus,ASUS VIVOBOOK S 16 FLIP OLED TN3604YA 16INCH 2K OLED TOUCH AMD RYZEN 7 16GB RAM 512GB SSD LAPTOP,In Stock,142900,142900,150331,"AMD Ryzen™ 7 7730U Mobile Processor 2.0GHz (8-core/16-thread, 16MB cache, up to 4.5 GHz max boost)",1080p FHD camera,2 Years,https://www.techlandbd.com/asus-vivobook-s-16-tn3604ya-laptop
Asus,Asus VivoBook Pro 15 K3500PA 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,115000,112000,117824,"Intel Core i7-11370HProcessor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)
","720p HD camera//With privacy shutter
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-pro-15-k3500pa-laptop
Asus,ASUS VIVOBOOK M1505YA-R5 7530U 15.6 INCH OLED FHD DISPLAY AMD RYZEN R5 7530U 8GB RAM 512GB SSD LAPTOP,In Stock,91500,91500,96258,AMD Ryzen 5 7530U (2.0 GHz upto 4.5 GHz) ,HD,02 years International Limited Warranty (Battery 1 year),https://www.techlandbd.com/asus-vivobook-m1505ya-r5-7530u-amd-ryzen-r5-laptop
Asus,Asus Vivobook GO E410MA 14 inch full hd display Celeron N4020 4GB RAM 512GB SSD Laptop (Star Black),In Stock,47000,47000,49444,Intel Celeron Processor N4020 ,"VGA webcam
",02 years,https://www.techlandbd.com/asus-vivobook-go-n4020-14-e410ma-celeron-laptop
Asus,ASUS VivoBook S15 S533EQ 15.6-inch Core i7 11th Gen 16GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics -Indie Black,In Stock,115000,115000,120980,"Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)
",HD Camera,2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-s533ea-core-i7-indie-black
Asus,Asus ZenBook Duo UX482EA 14 inch Full HD Touch Screen Dual Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,In Stock,174000,174000,183048,"Intel Core I7-1165G7 Processor 2.8 GHz (12M Cache, Up To 4.7 GHz, 4 Cores)",HD Camera With IR Function To Support Windows Hello Without Privacy Shutter,2 Years International Warranty (1 Year For Battery And Adapter),https://www.techlandbd.com/asus-zenbook-duo-ux482ea-i7-512ssd-laptop
Asus,ASUS ZENBOOK 14 UM425UA-R5 RYZEN R5 5500U 14.0 INCH FULL HD 8GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,In Stock,100000,93500,98362,"AMD RYZEN R5 5500U 2.10GHZ, UP TO 4.00GHZ, 8MB L3 CACHE","HD WebCam
",2 Years international Warranty ( Battery and Adapter 01 Year ),https://www.techlandbd.com/asus-zenbook-14-um425ua-r5-laptop
Asus,Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,In Stock,42000,40500,42606,"Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)
",VGA camera ,02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-x515ka-laptop
Asus,ASUS ZENBOOK FLIP 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 5 5625U 16GB RAM 512GB SSD LAPTOP,In Stock,129500,129500,136234,"AMD Ryzen 5 5625U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost)
","720p HD camera
",2 years,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-laptop
AVITA,AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Champagne Gold),In Stock,89000,89000,93628,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",1M,2 Years of Warranty,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-champagne-gold
Dell,Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop with MX350 2GB Graphics,In Stock,73000,73000,76796,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","720p at 30 fps HD camera, single-integrated microphone
",02 years,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-4gb-laptop
AVITA,AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Pearl White),In Stock,90990,90990,95721,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",1M,2 Years of Warranty,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-pearl-white
Asus,ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH 2.8K OLED DISPLAY INTEL CORE I7-12TH GEN 16GB RAM 1TB SSD TOUCH LAPTOP WITH IRIS XE GRAPHICS,In Stock,224990,224990,236689,Intel i7-12700H 12th Gen 2.3 GHz up to 4.7 GHz,"720p HD IR webcam with Windows Hello support
",2 years International Limited Warranty (Battery 1 year),https://www.techlandbd.com/asus-zenbook-pro-14-duo-oled-ux8402za-m3031w-laptop
Asus,ASUS ZENBOOK 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 7 5825U 16GB RAM 512GB SSD LAPTOP,In Stock,139500,139500,146754,"AMD Ryzen 7 5825U Processors with Radeon Graphics (
Up to 4.5GHz , Base Clock
2.0GHz)","720p HD camera
",2-Years Brand Warranty,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-ryzen-7-laptop
Asus,ASUS ZENBOOK S 13 OLED UP5302ZA-LX155W 13.3-INCH OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 512GB SSD LAPTOP WITH IRIS XE GRAPHICS,In Stock,179990,179990,189349,Intel Core i7-1260P 12th Gen 2.1 GHz up to 4.7 GHz ,"720p HD IR webcam with Windows Hello support
","2 years International Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-zenbook-s-13-oled-up5302za-lx155w-laptop
Dell,Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,In Stock,0,0,0,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","720p at 30 fps HD camera, single-integrated microphone
",02 year,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-laptop
Dell,DELL INSPIRON 15 3520 15.6 INCH FULL HD DISPLAY INTEL I3 12TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,67000,65500,68906,"Intel Core i3-1215U Processor 10M Cache, up to 4.40 GHz, with IPU","720p at 30 fps HD camera
","2 years Warranty
",https://www.techlandbd.com/dell-inspiron-15-3520-core-i3-12th-gen-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD WV Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,76500,75000,78900,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-8gb-ram-512ssd-laptop
Asus,ASUS VivoBook 15 X515EA 15.6 inch Full HD WV Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,76500,74000,77848,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-512ssd-laptop
Asus,ASUS VivoBook 15 X515FA 15.6 inch FHD IPS Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop (Transparent Silver),In Stock,52000,46500,48918,"Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)
",VGA camera ,02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515fa-core-i3-laptop-silver
Asus,ASUS VivoBook 15 X515FA 15.6 inch FHD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop (Slate Grey),In Stock,50000,46500,48918,"Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)
",VGA camera ,02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-x515fa-core-i3-tn-laptop
Asus,Asus ProArt Studio book H5600QR 16 inch 4K OLED Display Ryzen 9 5900HX 32GB RAM 1TB SSD Gaming Laptop with 3070 8GB Graphics,In Stock,338000,328000,345056,"AMD Ryzen 9 5900HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.6 GHz max boost)
","""HD camera with IR function to support Windows Hello
With privacy shutter""
","2 Years International Warranty ( Battery And Adapter 01 Year )
",https://www.techlandbd.com/asus-proart-studio-book-h5600qr-laptop
Asus,ASUS VIVOBOOK E210MA 11.6 INCH HD CELERON N4020 4GB RAM 256GB SSD LAPTOP,In Stock,37000,37000,38924,Processor Brand: Intel ,VGA,"02 years International Limited Warranty (Battery 1 year)
",https://www.techlandbd.com/asus-vivobook-e210ma-celeron-n4020-laptop
Apple,Apple MacBook Air MGNE3PA/A MBA 13.3-inch Full HD Retina Display M1 Chip 8GB RAM 512GB SSD Laptop (Gold),In Stock,142000,142000,149384,,720p FaceTime HD camera,One year International Limited Warranty ,https://www.techlandbd.com/macbook-air-mgne3pa-m1-chip-512gb-laptop-gold
Asus,ASUS TUF DASH F15 FX517ZC 15.6 INCH FHD 144HZ DISPLAY CORE I5 12TH GEN 8GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS (OFF BLACK),In Stock,139900,139900,147175,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
","HD camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-dash-f15-fx517zc-core-i5-gaming-laptop
Asus,ASUS ROG ZEPHYRUS G14 GA402RJ 14 INCH WQXGA 120HZ DISPLAY RYZEN 9 6900HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RX 6700S 8GB GRAPHICS (WHITE),In Stock,235000,235000,247220,"AMD Ryzen 9 6900HS Mobile Processor(8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)
","720P HD IR Camera for Windows Hello
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-zephyrus-g14-ga402rj-gaming-laptop-white
Asus,ASUS ROG ZEPHYRUS G14 GA402RJ 14 INCH WQXGA 120HZ DISPLAY RYZEN 9 6900HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RX 6700S 8GB GRAPHICS,In Stock,235000,235000,247220,"AMD Ryzen 9 6900HS Mobile Processor(8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)
","720P HD IR Camera for Windows Hello
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-zephyrus-g14-ga402rj-gaming-laptop
