title,href,processor_Type,RAM,Proc_Generation,Display
Apple 15 Inch MacBook Air (2023) M2 256GB (Starlight) #MQKU3LL/A,https://www.ryanscomputers.com/apple-15-inch-macbook-air-2023-m2-256gb-starlight,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Microsoft Surface Laptop Studio Intel Core i5 11300H 16GB Ram 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #THR-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-intel-core-i5-11300h-16gb-ram-platinum-surface-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
Apple MacBook Pro (2022) Apple M2 13.3 Inch Retina Display Space Gray Laptop,https://www.ryanscomputers.com/apple-macbook-pro-2022-apple-m2-space-gray-laptop,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 13.3
Apple MacBook Pro (2022) Apple M2 Chip 13.3 Inch Retina Display Silver Laptop #MNEQ3LL/A / MNEQ3ZP/A,https://www.ryanscomputers.com/apple-macbook-pro-2022-apple-m2-chip-13.3-inch-retina-display-silver-laptop,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 13.3
Microsoft Surface Pro 8 11th Gen Intel Core i7 1185G7 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately) #8PY-00046,https://www.ryanscomputers.com/microsoft-surface-pro-8-11th-gen-intel-core-i7-1185g7-13-inch-pixelsense-flow-multi-touch-display-graphite-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13
Asus ROG Strix G15 G513IM AMD Ryzen 7 4800H 15.6 Inch 2K WQHD WV Display Eclipse Gray Gaming Laptop #HQ168W-G513IM,https://www.ryanscomputers.com/asus-rog-strix-g15-g513im-amd-ryzen-7-4800h-15.6-inch-2k-wqhd-wv-display-eclipse-gray-gaming-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.6
HP Envy 15-ep1890TX 11th Gen Intel Core i7 11800H 15.6 Inch FHD Silver Laptop #572V1PA,https://www.ryanscomputers.com/hp-envy-15-ep1890tx-intel-core-i7silver-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus ZenBook Duo UX482EG Intel Core i7 1165G7 14 Inch FHD WV Display Celestial Blue Laptop #HY428W-UX482EG,https://www.ryanscomputers.com/asus-zenbook-duo-ux482eg-14-inch-celestial-blue-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Asus TUF Dash F15 FX517ZM Intel Core i5 12450H 15.6 Inch FHD LED WV Display OFF-Black Gaming Laptop #FX517ZM-HF212W,https://www.ryanscomputers.com/asus-tuf-dash-f15-fx517zm-intel-core-i5-12450h-15.6-inch-fhd-led-wv-display-off-black-gaming-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Lenovo Yoga Slim 7i Carbon 13IAP7 12th Gen Intel Core i7 1260P 13.3 Inch 2.5K QHD WQXGA IPS Display Onyx Grey Laptop #82U9004XIN-2Y,https://www.ryanscomputers.com/lenovo-yoga-slim-7i-carbon-13iap7-12th-gen-intel-core-i7-1260p-13.3-inch-2.5k-qhd-wqxga-ips-display-onyx-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.3
Microsoft Surface Laptop Studio Intel Core i5 11300H 14.4 Inch Pixelsense Flow Multi Touch Display Platinum Surface Laptop #9WI-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-studio-intel-core-i5-11300h-14.4-inch-pixelsense-flow-multi-touch-display-platinum-surface-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14.4
"Microsoft Surface Pro 8 Intel Core i7 1185G7 13 Inch Pixelsense Flow Multi Touch Display Platinum Laptop#EEB-00012, EEB-00001",https://www.ryanscomputers.com/microsoft-surface-pro-8-intel-core-i7-1185g7-platinum-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i7 1255U 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately) #QIX-00018,https://www.ryanscomputers.com/microsoft-surface-pro-9-wi-fi-intel-core-i7-1255u-13-inch-pixelsense-flow-multi-touch-display-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i7 1265U 13 Inch Pixelsense Flow Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately) #QIY-00001,https://www.ryanscomputers.com/microsoft-surface-pro-9-wi-fi-intel-core-i7-1265u-13-inch-pixelsense-flow-display-platinum-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13
Apple 15 Inch MacBook Air (2023) M2 512GB (Starlight) #MQKV3LL/A,https://www.ryanscomputers.com/apple-15-inch-macbook-air-2023-m2-512gb-starlight,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Apple 15 Inch MacBook Air (2023) M2 512GB (Space Gray) #MQKQ3LL/A,https://www.ryanscomputers.com/apple-15-inch-macbook-air-2023-m2-512gb-space-gray,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Apple 15 Inch MacBook Air (2023) M2 512GB (Silver) #MQKT3LL/A,https://www.ryanscomputers.com/apple-15-inch-macbook-air-2023-m2-512gb-silver,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Apple 15 Inch MacBook Air (2023) M2 512GB (Midnight) #MQKX3LL/A,https://www.ryanscomputers.com/apple-15-inch-macbook-air-2023-m2-512gb-midnight,Processor Type. - Apple M2,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Microsoft Surface Laptop 5 Intel Core i7 1255U 13.5 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #RBG-00026,https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i7-1255u-13.5-inch-pixelsense-multi-touch-display-matte-black-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 5 Intel Core i7 1255U 13.5 Inch Pixelsense Multi Touch Display Platinum Surface Laptop #RBG-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i7-1255u-13.5-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 5 Intel Core i7 1265U 13.5 Inch Pixelsense Multi Touch Displa Black Metal Surface Laptop #RBH-00027,https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i7-1265u-13.5-inch-pixelsense-multi-touch-displa-black-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 5 Intel Core i7 1255U 15 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #RIP-00026,https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i7-1255u-15-inch-pixelsense-multi-touch-display-matte-black-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15
Microsoft Surface Laptop 5 12th Gen Intel Core i7 1255U 13.5 Inch Pixelsense Multi Touch Display Sage Metal Surface Laptop #RBG-00051,https://www.ryanscomputers.com/microsoft-surface-laptop-5-12th-gen-intel-core-i7-1255u-13.5-inch-pixelsense-multi-touch-display-sage-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.5
Microsoft Surface Laptop 5 12th Gen Intel Core i7 1255U13.5 Inch Pixelsense Multi Touch Display Sandstone Metal Surface Laptop #RBG-00062,https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i7-1255u-13.5-inch-pixelsense-multi-touch-display-sandstone-metal-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13.5
,,,,,
Acer Nitro 5 AN515-58-74EF Intel Core i7 12700H 15.6 Inch QHD Display Obsidian Black Gaming Laptop #NH.QHYSI.001,https://www.ryanscomputers.com/acer-nitro-5-an515-58-74ef-intel-core-i7-12700h-15.6-inch-qhd-display-obsidian-black-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Asus ROG Strix G17 G713RM AMD Ryzen 7 6800H 17.3 Inch FHD WV Display Eclipse Gray Gaming Laptop #KH157W-G713RM,https://www.ryanscomputers.com/asus-rog-strix-g17-g713rm-amd-ryzen-7-6800h-17.3-inch-fhd-wv-display-eclipse-gray-gaming-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 17.3
Asus ZenBook Pro Duo 14 OLED UX8402ZA 12th Gen Intel Core i7 12700H 14.5 Inch Stylus Pen Tech Black Laptop #UX8402ZA-M3031W,https://www.ryanscomputers.com/asus-zenbook-pro-duo-14-oled-ux8402za-12th-gen-intel-core-i7-12700h-14.5-inch-stylus-pen-tech-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 14.5
Apple MacBook Pro (2022) Apple M2 (8-Core) Chip 13.3 Inch Retina Display Silver Laptop #Z16T0006M / Z16T0000D,https://www.ryanscomputers.com/apple-macbook-pro--2022--apple-m2-8-core-chip-13.3-inch-retina-display-silver-laptop,Processor Type. - Apple M2,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 13.3
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i7 1265U 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately) #QKV-00001,https://www.ryanscomputers.com/microsoft-surface-pro-9-wi-fi-intel-core-i7-1265u-13-inch-pixelsense-flow-multi-touch-display-platinum-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 13
MSI Sword 17 A12VE 12th Gen Intel Core i7 12650H 17.3 Inch FHD Display White Gaming Laptop #9S7-17L522-479,https://www.ryanscomputers.com/msi-sword-17-a12ve-12th-gen-intel-core-i7-12650h-17.3-inch-fhd-display-white-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 17.3
Asus ROG Zephyrus G14 GA402RJ AMD Ryzen 9 6900HS 14 Inch WQXGA WV Display Grey & AniMe Matrix Gaming Laptop #L8085W-GA402RJ,https://www.ryanscomputers.com/asus-rog-zephyrus-g14-ga402rj-amd-ryzen-9-6900hs-grey-and-anime-matrix-gaming-laptop,Processor Type. - Ryzen 9,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14
"Apple MacBook Pro (2023) Apple M2 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MPHE3LL/A, MPHE3ZP/A",https://www.ryanscomputers.com/apple-macbook-pro-2023-apple-m2-pro-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M2,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Apple MacBook Pro (2023) Apple M2 Pro 14.2 Inch Liquid Retina XDR Display Silver Laptop #MPHH3LL/A,https://www.ryanscomputers.com/apple-macbook-pro-2023-apple-m2-pro-14.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M2,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Microsoft Surface Pro 9 Intel Core i7 1265U 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately) #QLQ-00001,https://www.ryanscomputers.com/microsoft-surface-pro-9-intel-core-i7-1265u-13-inch-pixelsense-flow-multi-touch-display-platinum-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 12th (Intel),Display Size (Inch) - 13
"Apple MacBook Air (2023) Apple M2 15.3 Inch Liquid Retina Display, Midnight MacBook #Z18T000PP",https://www.ryanscomputers.com/apple-macbook-air-2023-apple-m2-15.3-inch-liquid-retina-display-midnight-macbook,Processor Type. - Apple M2,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.3
"Apple MacBook Air (2023) Apple M2 15.3 Inch Liquid Retina Display, Space Gray MacBook #Z18L000PR",https://www.ryanscomputers.com/apple-macbook-air-2023-apple-m2-15.3-inch-liquid-retina-display-space-gray-macbook,Processor Type. - Apple M2,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.3
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G001VR,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-14.2-inch-liquid-retina-xdr-display-space-gray-laptop-z15g001vr,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Asus ROG Zephyrus G15 GA503RM AMD Ryzen 7 6800HS 15.6 Inch WQHD WV Display Eclipse Gray Gaming Laptop #LN058W-GA503RM,https://www.ryanscomputers.com/asus-rog-zephyrus-g15-ga503rm-amd-ryzen-7-6800hs-eclipse-gray-gaming-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.6
"Apple MacBook Pro (Late 2021) Apple M1 Pro Chip 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop #MKGT3LL/A, MKGT3ZP/A, MKGT3PA/A",https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-chip-1tb-ssd-14.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14.2
"Apple MacBook Air (2022) Apple M2 Chip 13.6 Inch Liquid Retina Display Midnight MacBook #Z1610005L, Z1610000E",https://www.ryanscomputers.com/apple-macbook-air-2022-apple-m2-chip-13.6-inch-liquid-retina-display-midnight-macbook-z1610005l,Processor Type. - Apple M2,RAM - 24GB,Generation - Not Applicable,Display Size (Inch) - 13.6
"Lenovo Legion 5i 15IAH7H Intel Core i7 12700H 15.6 Inch FHD IPS Anti-Glare Display, Storm Grey Gaming Laptop #82RB00S5IN-2Y",https://www.ryanscomputers.com/lenovo-legion-5i-15iah7h-intel-core-i7-12700h-15.6-inch-fhd-ips-anti-glare-display-storm-grey-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Lenovo Yoga 9i 14IAP7 12th Gen Intel Core i7 1280P 14 Inch 2.8K OLED Display Oatmeal Laptop #82LU008MIN-2Y,https://www.ryanscomputers.com/lenovo-yoga-9i-14iap7-12th-gen-intel-core-i7-1280p-14-inch-2.8k-oled-display-oatmeal-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 14
Lenovo Legion 5i 15IAH7H 12th Gen Intel Core i7 12700H 15.6 Inch 2.5K WQHD IPS Display Storm Grey Gaming Laptop #82RB00R2IN-2Y,https://www.ryanscomputers.com/lenovo-legion-5i-15iah7h-12th-gen-intel-core-i7-12700h-15.6-inch-2.5k-wqhd-ips-display-storm-grey-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Asus ZenBook Pro Duo 14 OLED UX8402ZE 12th Gen Intel Core i7 12700H 14.5 Inch Tech Black Laptop #UX8402ZE-M3050W,https://www.ryanscomputers.com/asus-zenbook-pro-duo-14-oled-ux8402ze-12th-gen-intel-core-i7-12700h-14.5-inch-tech-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 14.5
Lenovo Yoga 9i 14IAP7 12th Gen Intel Core i7 1260P 14 Inch 4K OLED Display Storm Grey Laptop #82LU008NIN-2Y,https://www.ryanscomputers.com/lenovo-yoga-9i-14iap7-12th-gen-intel-core-i7-1260p-14-inch-4k-oled-display-storm-grey-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 14
Lenovo Legion 5i Pro 16IAH7H 12th Gen Intel Core i7 12700H 16 Inch 2.5K QHD WQXGA IPS Display Storm Grey Gaming Laptop #82RF00TGIN-2Y,https://www.ryanscomputers.com/lenovo-legion-5i-pro-16iah7h-12th-gen-intel-core-i7-12700h-16-inch-2.5k-qhd-wqxga-ips-display-storm-grey-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 16
"Lenovo Legion Slim 7i 16IAH7 Intel Core i7 12700H 16 Inch 2.5K QHD WQXGA Display, Onyx Grey Gaming Laptop #82TF009XIN-2Y",https://www.ryanscomputers.com/lenovo-legion-slim-7i-16iah7-intel-core-i7-12700h-16-inch-2.5k-qhd-wqxga-display-onyx-grey-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 16
Lenovo Legion Slim 7i 16IAH7 12th Gen Intel Core i7 12700H 16 Inch 2.5K QHD WQXGA IPS Display Onyx Grey Gaming Laptop #82TF005UIN-2Y,https://www.ryanscomputers.com/lenovo-legion-slim-7i-16iah7-12th-gen-intel-core-i7-12700h-16-inch-2.5k-qhd-wqxga-ips-display-onyx-grey-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 16
Apple MacBook Pro (Late 2021) Apple M1 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G001WY / Z15G0018N,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-space-gray-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Asus ProArt StudioBook 16 H5600QM AMD Ryzen 7 5800H 16 Inch WQUXGA OLED Display Star Black Laptop #L2253W-H5600QM,https://www.ryanscomputers.com/asus-proart-studiobook-16-h5600qm-amd-ryzen-7-5800h-16-inch-wquxga-oled-display-star-black-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 16
Apple MacBook Pro (Late 2021) Apple M1 Pro (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15H000PA / Z15G0018Q,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-10-core-chip-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Asus ProArt StudioBook 16 H5600QM AMD Ryzen 9 5900HX 16 Inch 4K WQUXGA OLED Display Star Black Laptop #L2252W-H5600QM,https://www.ryanscomputers.com/asus-proart-studiobook-16-h5600qm-amd-ryzen-9-5900hx-16-inch-4k-wquxga-oled-display-star-black-laptop,Processor Type. - Ryzen 9,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16
MSI Vector GP77 13VF 13th Gen Intel Core i7 13700H 17.3 Inch 2K QHD Display Core Black Gaming Laptop #9S7-17K711-084,https://www.ryanscomputers.com/msi-vector-gp77-13vf-13th-gen-intel-core-i7-13700h-17.3-inch-2k-qhd-display-core-black-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 13th (Intel),Display Size (Inch) - 17.3
Asus ROG Flow X13 GV301QE AMD Ryzen 9 5980HS 13.4 Inch WUXGA Touch Display OFF-Black Gaming Laptop #K6058T-GV301QE,https://www.ryanscomputers.com/asus-rog-flow-x13-gv301qe-amd-ryzen-9-5980hs-134-inch-wuxga-touch-display-off-black-gaming-laptop,Processor Type. - Ryzen 9,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 13.4
Apple MacBook Pro (Late 2021) Apple M1 Max (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15G0018R,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-10-core-chip-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Asus ProArt StudioBook 16 H5600QR AMD Ryzen 9 5900HX 16 Inch WQUXGA OLED Display Star Black Laptop #L2193W-H5600QR,https://www.ryanscomputers.com/asus-proart-studiobook-16-h5600qr-amd-ryzen-9-5900hx-16-inch-wquxga-oled-display-star-black-laptop,Processor Type. - Ryzen 9,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16
MSI Vector GP77 13VG Intel Core i7 13700H 17.3 Inch 2K QHD Display Core Black Gaming Laptop with Stealth Trooper Backpack II #13VG-054BD-BB71370H16GXXDX11EMH,https://www.ryanscomputers.com/msi-vector-gp77-13vg-intel-core-i7-13700h-17.3-inch-2k-qhd-display-core-black-gaming-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 13th (Intel),Display Size (Inch) - 17.3
Dell XPS 15 9520 Intel Core i7 12700H 15.6 Inch 3.5K OLED Touch Display Platinum Silver Laptop #FIORANOADLP23011001-2Y,https://www.ryanscomputers.com/dell-xps-15-9520-intel-core-i7-12700h-15.6-inch-3.5k-oled-touch-display-platinum-silver-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Apple MacBook Pro (Early 2023) Apple M2 Pro 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z17G002JA,https://www.ryanscomputers.com/apple-macbook-pro-early-2023-apple-m2-pro-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M2,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Apple MacBook Pro (2023) Apple M2 Max 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MPHG3LL/A,https://www.ryanscomputers.com/apple-macbook-pro-2023-apple-m2-max-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M2,RAM - 32GB,Generation - 13th (Intel),Display Size (Inch) - 14.2
MSI Creator Z16 HX Studio B13VFTO 13th Gen Intel Core i7 13700HX 16 Inch QHD+ Display Lunar Gray Gaming Laptop #9S7-15G231-064,https://www.ryanscomputers.com/msi-creator-z16-hx-studio-b13vfto-13th-gen-intel-core-i7-13700hx-16-inch-qhd-plus-display-lunar-gray-gaming-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16
"Apple MacBook Pro (Late 2021) Apple M1 Max Chip 4TB SSD Space Gray Laptop #MK233LL/A, Z14X000CS",https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-chip-4tb-ssd-space-gray-laptop,Processor Type. - Apple M1,RAM - 64GB,Generation - 13th (Intel),Display Size (Inch) - 16.2
MSI Raider GE68 HX 13VG Intel Core i9 13950HX 16 Inch 4K UHD+ Display Core Black Gaming Laptop #9S7-15M211-072,https://www.ryanscomputers.com/msi-raider-ge68-hx-13vg-intel-core-i9-13950hx-16-inch-4k-uhd-plus-display-core-black-gaming-laptop,Processor Type. - Core i9,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16
Lenovo IdeaPad 5 Pro 14ACN6 AMD Ryzen 7 5800U 14 Inch Display Storm Grey Laptop #82L700HNIN-3Y,https://www.ryanscomputers.com/lenovo-ideapad-5-pro-14acn6-amd-ryzen-7-5800u-14-inch-display-storm-grey-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14
Lenovo IdeaPad 5 Pro 16ACH6 AMD Ryzen 7 5800 display Storm Grey Laptop #82L500L6IN-3Y,https://www.ryanscomputers.com/lenovo-ideapad-5-pro-16ach6-amd-ryzen-7-5800-display-storm-grey-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 16
Lenovo ThinkPad P14s Gen 2 Intel Core i7 1165G7 14 Inch FHD Display Black Laptop #20VXS08F00-3Y,https://www.ryanscomputers.com/lenovo-thinkpad-p14s-gen-2-intel-core-i7-1165g7-14-inch-fhd-display-black-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 14
Lenovo V14 11th Gen Intel Core i3 1115G4 14 Inch HD Display Iron Grey Laptop #82KA00LFIN-3Y,https://www.ryanscomputers.com/lenovo-v14-11th-gen-intel-core-i3-1115g4-14-inch-hd-display-iron-grey-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 14
Asus VivoBook 14 E410MA Intel CDC N4020 14 Inch HD Display Black Laptop #E410MA-BV2230W,https://www.ryanscomputers.com/asus-vivobook-14-e410ma-intel-cdc-n4020-14-inch-hd-display-black-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - 12th (Intel),Display Size (Inch) - 14
Asus ZenBook Pro Duo 14 OLED UX8402ZE Intel Core i9 12900H 14.5 Inch Touch Display Tech Black Laptop #UX8402ZE-M3023W,https://www.ryanscomputers.com/asus-zenbook-pro-duo-14-oled-ux8402ze-intel-core-i9-12900h-14.5-inch-touch-display-tech-black-laptop,Processor Type. - Core i9,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.5
Asus D515DA AMD Ryzen 3 3250U 15.6 Inch FHD Display Peacock Blue Laptop #D515DA-EJ1577W,https://www.ryanscomputers.com/asus-d515da-amd-ryzen-3-3250u-15.6-inch-fhd-display-peacock-blue-laptop,Processor Type. - Ryzen 3,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Asus D515DA AMD Ryzen 3 3250U 15.6 Inch FHD Display Slate Grey Laptop #D515DA-EJ1576W,https://www.ryanscomputers.com/asus-d515da-amd-ryzen-3-3250u-15.6-inch-fhd-display-slate-grey-laptop-d515da-ej1576w,Processor Type. - Ryzen 3,RAM - 4GB,Generation - 12th (Intel),Display Size (Inch) - 15.6
Asus ZenBook Pro 16X OLED UX7602ZM 12th Gen Intel Core i9 12900H 16 Inch Tech Black Laptop #UX7602ZM-ME132W,https://www.ryanscomputers.com/asus-zenbook-pro-16x-oled-ux7602zm-12th-gen-intel-core-i9-12900h-16-inch-tech-black-laptop,Processor Type. - Core i9,RAM - 32GB,Generation - 13th (Intel),Display Size (Inch) - 16
MSI Stealth 17Studio A13VI 13th Gen Intel Core i9 13900H 17.3 Inch Core Black Gaming Laptop,https://www.ryanscomputers.com/msi-stealth-17studio-a13vi-13th-gen-intel-core-i9-13900h-17.3-inch-core-black-gaming-laptop,Processor Type. - Core i9,RAM - 64GB,Generation - Not Applicable,Display Size (Inch) - 17.3
Apple MacBook Pro (2023) Apple M2 Max 14.2 Inch Liquid Retina XDR Display Silver Laptop #MPHK3LL/A,https://www.ryanscomputers.com/apple-macbook-pro-2023-apple-m2-max-14.2-inch-liquid-retina-xdr-display-silver-laptop-mphk3ll-a,Processor Type. - Apple M2,RAM - 32GB,Generation - 11th (Intel),Display Size (Inch) - 14.2
Asus ExpertBook P1 P1412CEA Intel Core i5 1135G7 14 Inch FHD LED Display Slate Grey Laptop #EB0685-P1412CEA,https://www.ryanscomputers.com/asus-expertbook-p1-p1412cea-intel-core-i5-1135g7-14-inch-fhd-led-display-slate-grey-laptop,Processor Type. - Core i5,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 14
