title,href,processor_Type,RAM,Proc_Generation,Display
Dell Vostro 14 3400 11th Gen Intel Core i3 1115G4 4GB RAM14 Inch FHD Display Black Laptop #BULLSEYEV14TGL21054001-2Y (HDD-FHD-Win10-2Y),https://www.ryanscomputers.com/dell-vostro-14-3400-11th-gen-intel-core-i3-1115g4-4gb-ram14-inch-fhd-display-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 14
Dell Inspiron 15-5505 AMD Ryzen 7 4700U 15.6 Inch FHD Display Platinum Silver Laptop #MOCKINGN515AMD2105104-2Y,https://www.ryanscomputers.com/dell-inspiron-15-5505-amd-ryzen-7-4700u-15.6-inch-fhd-display-platinum-silver-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Microsoft Surface Book 3 Intel Core i7 1065G7 15 Inch Platinum 2 in 1 Laptop #SMG-00001,https://www.ryanscomputers.com/microsoft-surface-book-3-intel-core-i7-1065g7-15-inch-platinum-2-in-1-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 10th (Intel),Display Size (Inch) - 15
Microsoft Surface Pro 7+ LTE Intel Core i5 1135G7 12.3 Inch Platinum 2-in-1 Detachable Laptop #1S4-00001,https://www.ryanscomputers.com/microsoft-surface-pro-7-lte-intel-core-i5-1135g7-12.3-inch-platinum-2-in-1-detachable-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 12.3
Microsoft Surface Laptop Go Intel Core i5 1035G1 12.4 Inch Ice Blue Surface Laptop #21M-00024,https://www.ryanscomputers.com/microsoft-surface-laptop-go-intel-core-i5-1035g1-12.4-inch-ice-blue-surface-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 10th (Intel),Display Size (Inch) - 12.4
Microsoft Surface Go 2 Intel Core M3 10.5 Inch Platinum Surface Go Laptop #SUA-00001,https://www.ryanscomputers.com/microsoft-surface-go-2-intel-core-m3-10.5-inch-platinum-surface-go-laptop,Processor Type. - Core M3,RAM - 8GB,Generation - 8th (Intel),Display Size (Inch) - 10.5
HP 15s-du3022TU 11th Gen Intel Core i3 1115G4 15.6 Inch Black Laptop #2W2X5PA-2Y,https://www.ryanscomputers.com/hp-15s-du3022tu-11th-gen-intel-core-i3-1115g4-15.6-inch-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
HP 15s-du3786TU 11th Gen Intel Core i3 1115G4 15.6 Inch Silver Laptop #4D4U3PA-2Y,https://www.ryanscomputers.com/hp-15s-du3786tu-11th-gen-intel-core-i3-1115g4-15.6-inch-silver-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Latitude 14-3420 Intel Core i3 1005G 14 Inch HD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-14-3420-intel-core-i3-1005g-14-inch-hd-display-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 10th (Intel),Display Size (Inch) - 14
Acer Aspire 3 A315-58G-54LW Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADUSI.003,https://www.ryanscomputers.com/acer-aspire-3-a315-58g-54lw-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Acer Aspire 3 A315-58G-501N Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADUSI.002,https://www.ryanscomputers.com/acer-aspire-3-a315-58g-501n-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Acer Aspire 3 A315-58-55T5 Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADDSI.004,https://www.ryanscomputers.com/acer-aspire-3-a315-58-55t5-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Acer Aspire 3 A315-58-33VT Intel Core i3 1115G4 15.6 Inch FHD Pure Silver Laptop #NX.ADDSI.003,https://www.ryanscomputers.com/acer-aspire-3-a315-58-33vt-intel-core-i3-1115g4-15.6-inch-fhd-pure-silver-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Acer Spin 3 SP313-51N-50XM Intel Core i5 1135G7 13.3 Inch 2K WQXGA IPS Touch Display Pure Silver 2 in 1 Laptop #NX.A9VSI.001,https://www.ryanscomputers.com/acer-spin-3-sp313-51n-50xm-intel-core-i5-1135g7-13.3-inch-2k-wqxga-ips-touch-display-pure-silver-2-in-1-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 13.3
Acer Nitro 5 AN515-45-R816 AMD Ryzen 5 5600H 15.6 Inch FHD Display hale Black Gaming Laptop #NH.QBMSI.003,https://www.ryanscomputers.com/acer-nitro-5-an515-45-r816-amd-ryzen-5-5600h-15.6-inch-fhd-display-hale-black-gaming-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Asus VivoBook 15 K513EP 11th Gen Intel Core i7 1165G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ692T/BQ403T-K513EP,https://www.ryanscomputers.com/asus-vivobook-15-k513ep-11th-gen-intel-core-i7-1165g7-15.6-inch-fhd-display-hearty-gold-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook 15 K513EP 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ300T-K513EP,https://www.ryanscomputers.com/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-1135g7-15.6-inch-fhd-display-hearty-gold-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus ZenBook 14 UM425QA AMD Ryzen 7 5800H 14 Inch FHD Display Pine Grey Laptop #KI082T-UM425QA,https://www.ryanscomputers.com/asus-zenbook-14-um425qa-amd-ryzen-7-5800h-14-inch-fhd-display-pine-grey-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 14
Asus VivoBook Flip 14 TM420UA AMD Ryzen 5 5500U 14 Inch FHD Touch Display Bespoke Black Laptop #EC084T-TM420UA,https://www.ryanscomputers.com/asus-vivobook-flip-14-tm420ua-amd-ryzen-5-5500u-14-inch-fhd-touch-display-bespoke-black-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 14
Microsoft Surface Laptop Go Intel Core i5 1035G1 12.4 Inch Pixelsense Multi Touch Display Platinum Surface Laptop #TNU-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-go-intel-core-i5-1035g1-12.4-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 10th (Intel),Display Size (Inch) - 12.4
HP 14s-fq1886AU AMD Ryzen 5 5500U 14 Inch FHD Display Silver Laptop #4D8R1PA-2Y,https://www.ryanscomputers.com/hp-14s-fq1886au-amd-ryzen-5-5500u-14-inch-fhd-display-silver-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 14
HP 15s-eq2778AU AMD Ryzen 7 5700U 15.6 Inch FHD Display Spruce Blue Laptop #4D8B6PA-2Y,https://www.ryanscomputers.com/hp-15s-eq2778au-amd-ryzen-7-5700u-15.6-inch-fhd-display-spruce-blue-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
HP 15s-du3025TU Intel Core i5 1135G7 15.6 Inch FHD Display Black Laptop #2W2Y3PA-2Y,https://www.ryanscomputers.com/hp-15s-du3025tu-intel-core-i5-1135g7-15.6-inch-fhd-display-black-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15.6 Inch FHD Display Indie Black Laptop #BQ308T-M533IA,https://www.ryanscomputers.com/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-15.6-inch-fhd-display-indie-black-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Asus VivoBook Pro 15 K3500PH Intel Core i5 11300H 15.6 Inch FHD Display Quiet Blue Laptop #KJ086T-K3500PH,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500ph-intel-core-i5-11300h-15.6-inch-fhd-display-quiet-blue-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus ROG Flow X13 GV301QC AMD Ryzen 9 5900HS 13.4 Inch WUXGA Touch Display OFF-Black Gaming Laptop #K6065T-GV301QC,https://www.ryanscomputers.com/asus-rog-flow-x13-gv301qc-amd-ryzen-9-5900hs-13.4-inch-wuxga-touch-display-off-black-gaming-laptop,Processor Type. - Ryzen 9,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 13.4
Asus VivoBook Pro 15 K3500PC Intel Core i5 11300H 15.6 Inch FHD Display Quiet Blue Laptop #KJ002T-K3500PC,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500pc-intel-core-i5-11300h-15.6-inch-fhd-display-quiet-blue-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 1135G7 15.6 Inch FHD Antiglare Display Arctic Grey Laptop #82H801C9IN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i5-1135g7-15.6-inch-fhd-antiglare-display-arctic-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 1005G1 15.6 Inch HD Antiglare Display Platinum Grey Laptop #81WE01J6IN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i3-1005g1-15.6-inch-hd-antiglare-display-platinum-grey-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 10th (Intel),Display Size (Inch) - 15.6
Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 1115G 15.6 Inch FHD Antiglare Display Arctic Grey Laptop #82H801CRIN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i3-1115g-15.6-inch-fhd-antiglare-display-arctic-grey-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Lenovo IdeaPad Gaming 3i 15IMH Intel Core i5 10300H 15.6 Inch FHD IPS Display Onyx Black Gaming Laptop #81Y401ALIN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-gaming-3i-15imh-intel-core-i5-10300h-15.6-inch-fhd-ips-display-onyx-black-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 10th (Intel),Display Size (Inch) - 15.6
Acer Extensa 15 EX215-52-384M Intel Core i3 1005G 15.6 Inch FHD Display Black Laptop #NX.EG8SI.005 (8GB),https://www.ryanscomputers.com/acer-extensa-15-ex215-52-384m-intel-core-i3-1005g-15.6-inch-fhd-display-black-laptop,Processor Type. - Core i3,RAM - 8GB,Generation - 10th (Intel),Display Size (Inch) - 15.6
Microsoft Surface Laptop 4 AMD Ryzen 7 4980U 15 Inch Pixelsense Multi Touch Display Platinum Surface Laptop #5W6-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-4-amd-ryzen-7-4980u-15-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Processor Type. - Ryzen 7,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15
Microsoft Surface Laptop 4 Intel Core i7 1185G7 13.5 Inch Pixelsense Multi Touch Display Ice Blue Alcantara Surface Laptop #5EB-00024,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-13.5-inch-pixelsense-multi-touch-display-ice-blue-alcantara-surface-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
Asus ZenBook 14X OLED UX5401EA Intel Core i5 1135G7 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop #KN146T-UX5401EA,https://www.ryanscomputers.com/asus-zenbook-14x-oled-ux5401ea-intel-core-i5-1135g7-14-inch-2.8k-oled-wqhd-touch-display-pine-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
Asus VivoBook 14 E410MA Intel CDC N4020 14 Inch FHD Display Star Black Metal Laptop #EB1420T-E410MA,https://www.ryanscomputers.com/asus-vivobook-14-e410ma-intel-cdc-n4020-14-inch-fhd-display-star-black-metal-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 14
Asus ExpertBook P2451FA Intel Core i3 10110U 14 Inch FHD LED Display Star Black Laptop #EK0014T-P2451FA,https://www.ryanscomputers.com/asus-expertbook-p2451fa-intel-core-i3-10110u-14-inch-fhd-led-display-star-black-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 10th (Intel),Display Size (Inch) - 14
Microsoft Surface Laptop 4 Intel Core i5 1135G7 8GB Ram 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop #5BL-00001,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i5-1135g7-8gb-ram-13.5-inch-pixelsense-multi-touch-display-platinum-alcantara-surface-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 13.5
,,,,,
Apple MacBook Pro (Late 2021) Apple M1 Max 2TB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #MBP-16-SG-25,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-2tb-ssd-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 64GB,Generation - Not Applicable,Display Size (Inch) - 16.2
HP 15s-du1117TU Intel PQC Silver N5030 15.6 Inch HD Display Silver Laptop #340P4PA-2Y,https://www.ryanscomputers.com/hp-15s-du1117tu-intel-pqc-silver-n5030-15.6-inch-hd-display-silver-laptop,Processor Type. - Intel Pentium,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
HP 15s-du1115TU Intel CDC N4020 15.6 Inch HD Display Silver Laptop #340N5PA-2Y,https://www.ryanscomputers.com/hp-15s-du1115tu-intel-cdc-n4020-15.6-inch-hd-display-silver-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
HP 15s-du1114TU Intel CDC N4020 15.6 Inch HD Display Black Laptop #340N4PA-2Y,https://www.ryanscomputers.com/hp-15s-du1114tu-intel-cdc-n4020-15.6-inch-hd-display-black-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Dell Inspiron 15 3501 Intel Core i5 1135G7 15.6 Inch FHD Display Blue Laptop #BULLN315TGL21054465-2Y,https://www.ryanscomputers.com/dell-inspiron-15-3501-intel-core-i5-1135g7-15.6-inch-fhd-display-blue-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Dell Inspiron 15 3501 11th Gen Intel Core i3 1115G4 256GB SSD 15.6 Inch FHD Display Blue Laptop #BTK-2Y,https://www.ryanscomputers.com/dell-inspiron-15-3501-11th-gen-intel-core-i3-1115g4-256gb-ssd-15.6-inch-fhd-display-blue-laptop,Processor Type. - Core i3,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Apple MacBook Pro (Late 2021) Apple M1 Max 16.2 Inch Liquid Retina XDR  Display Silver Laptop #MBP-16-SL-25,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-16.2-inch-liquid-retina-xdr--display-silver-laptop,Processor Type. - Apple M1,RAM - 64GB,Generation - Not Applicable,Display Size (Inch) - 16.2
Apple MacBook Pro (Late 2021) Apple M1 Max 16.2 Inch Liquid Retina XDR Display Silver Laptop #MBP-16-SL-24,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-16.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 64GB,Generation - Not Applicable,Display Size (Inch) - 16.2
MSI Modern 15 A5M AMD Ryzen 5 5500U 15.6 Inch FHD Display Carbon Gray Laptop #9S7-155L26-220,https://www.ryanscomputers.com/msi-modern-15-a5m-amd-ryzen-5-5500u-15.6-inch-fhd-display-carbon-gray-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 15.6
MSI Pulse GL66 11UCK Intel Core i5 11400H 15.6 Inch FHD Display Titanium Grey Gaming Laptop #9S7-158224-695,https://www.ryanscomputers.com/msi-pulse-gl66-11uck-intel-core-i5-11400h-15.6-inch-fhd-display-titanium-grey-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus TUF Gaming F15 FX506HEB Intel Core i5 11400H 15.6 Inch FHD Display Eclipse Gray Gaming Laptop #HN173T-FX506HEB,https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx506heb-intel-core-i5-11400h-15.6-inch-fhd-display-eclipse-gray-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook 14 E410MA Intel CDC N4020 14 Inch HD Display Peacock Blue Laptop #BV1259T-E410MA,https://www.ryanscomputers.com/asus-vivobook-14-e410ma-intel-cdc-n4020-14-inch-hd-display-peacock-blue-laptop,Processor Type. - Intel Celeron,RAM - 4GB,Generation - Not Applicable,Display Size (Inch) - 14
Lenovo Legion 5i 15IMH05H Intel Core i5 10300H 15.6 Inch FHD IPS Anti-Glare Display Phantom Black Gaming Laptop #82AU00PWIN-2Y,https://www.ryanscomputers.com/lenovo-legion-5i-15imh05h-intel-core-i5-10300h-15.6-inch-fhd-ips-anti-glare-display-phantom-black-gaming-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 10th (Intel),Display Size (Inch) - 15.6
Apple MacBook Pro (Late 2021) Apple M1 Max (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Silver Laptop #MBP-14-SL-24,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-10-core-chip-14.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Apple MacBook Pro (Late 2021) Apple M1 Pro (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Silver Laptop #Z15K00105,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-10-core-chip-14.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 14.2
Apple MacBook Pro (Late 2021) Apple M1 Max (10-Core) Chip 16.2 Inch Liquid Retina XDR Display Silver Laptop #MK1H3LL/A,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-10-core-chip-16.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 32GB,Generation - Not Applicable,Display Size (Inch) - 16.2
MSI Modern 14 B11SB Intel Core i5 1155G7 14 Inch FHD IPS Display Beige Mousse Laptop #9S7-14D215-631,https://www.ryanscomputers.com/msi-modern-14-b11sb-intel-core-i5-1155g7-14-inch-fhd-ips-display-beige-mousse-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
"MSI Modern 14 B11SB Intel Core i5 1155G7 14 Inch FHD IPS Display Win 10, Blue Stone Laptop #9S7-14D212-630",https://www.ryanscomputers.com/msi-modern-14-b11sb-intel-core-i5-1155g7-14-inch-fhd-ips-display-win-10-blue-stone-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 14
MSI GF63 Thin 11SC Intel Core i5 11400H  15.6 Inch FHD Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-gf63-thin-11sc-intel-core-i5-11400h--15.6-inch-fhd-display-black-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
MSI GF63 Thin 11UC Intel Core i5 11400H 15.6 Inch FHD Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-gf63-thin-11uc-intel-core-i5-11400h-15.6-inch-fhd-display-black-gaming-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1206T-M3500QC,https://www.ryanscomputers.com/asus-vivobook-pro-15-m3500qc-amd-ryzen-7-5800h-15.6-inch-fhd-oled-display-quiet-blue-laptop,Processor Type. - Ryzen 7,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.6
Asus VivoBook Pro 15 K3500PC Intel Core i5 11300H 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1259T-K3500PC,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500pc-intel-core-i5-11300h-15.6-inch-fhd-oled-display-quiet-blue-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Lenovo IdeaPad Slim 3i 15ITL6 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Arctic Grey Laptop #82H801CBIN-2Y,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl6-11th-gen-intel-core-i5-1135g7-15.6-inch-fhd-display-arctic-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
"Apple MacBook Pro (Late 2021) Apple M1 Pro Chip 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #MK183LL/A, MK183ZP/A",https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-chip-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 16.2
"Apple MacBook Pro (Late 2021) Apple M1 Pro 16.2 Inch Liquid Retina XDR Display Space Gray Laptop #MK193LL/A, MK193X/A",https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 16.2
Apple MacBook Pro (Late 2021) Apple M1 Pro 16.2 Inch Liquid Retina XDR Display Silver Laptop #MK1F3LL/A,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-chip-pro-silver-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 16.2
Apple MacBook Pro (Late 2021) Apple M1 Pro 16.2 Inch Liquid Retina XDR Display Silver Laptop #MK1E3LL/A / MK1E3ZP/A,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-16.2-inch-liquid-retina-xdr-display-silver-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 16.2
Microsoft Surface Pro 7+ Wi-Fi Intel Core i7 1165G7 12.3 Inch PixelSense MultiTouch Display Matte Black 2-in-1 Detachable Laptop #1ND-00016,https://www.ryanscomputers.com/microsoft-surface-pro-7-wi-fi-intel-core-i7-1165g7-12.3-inch-pixelsense-multitouch-display-matte-black-2-in-1-detachable-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 12.3
Apple MacBook Pro Late 2021 Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MKGP3LL/A / MKGP3ZP/A / MKGP3PA/A / MKGP3X/A,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-pro-512gb-ssd-space-gray-laptop,Processor Type. - Apple M1,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 14.2
MSI GF63 Thin 11UC Intel Core i7 11800H 15.6 Inch FHD Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-gf63-thin-11uc-intel-core-i7-11800h-15.6-inch-fhd-display-black-gaming-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EP Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop #BQ201T-X515EP,https://www.ryanscomputers.com/asus-x515ep-intel-core-i5-1135g7-15.6-inch-fhd-display-slate-grey-laptop,Processor Type. - Core i5,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Gigabyte Gaming G5 MD Intel Core i5 11400H 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-gaming-g5-md-intel-core-i5-11400h-15.6-inch-fhd-display-matte-black-gaming-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop,https://www.ryanscomputers.com/asus-x515ea-intel-core-i5-1135g7-15.6-inch-fhd-display-slate-grey-laptop,Processor Type. - Core i5,RAM - 4GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
Gigabyte Gaming G5 KC Intel Core i5 10500H 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-gaming-g5-kc-intel-core-i5-10500h-15.6-inch-fhd-display-matte-black-gaming-laptop,Processor Type. - Core i5,RAM - 16GB,Generation - 10th (Intel),Display Size (Inch) - 15.6
MSI Modern 14 B11SB Intel Core i7 1165G7 16GB Ram 14 Inch FHD IPS display Blue Stone Laptop #9S7-14D212-297,https://www.ryanscomputers.com/msi-modern-14-b11sb-intel-core-i7-1165g7-16gb-ram-14-inch-fhd-ips-display-blue-stone-laptop,Processor Type. - Core i7,RAM - 16GB,Generation - 10th (Intel),Display Size (Inch) - 14
Gigabyte Gaming A5 X1 AMD Ryzen 9 5900HX 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-gaming-a5-x1-amd-ryzen-9-5900hx-15.6-inch-fhd-display-matte-black-gaming-laptop,Processor Type. - Ryzen 9,RAM - 16GB,Generation - Not Applicable,Display Size (Inch) - 15.6
MSI Modern 14 B5M AMD Ryzen 5 5500U 14 Inch FHD Display Gray Laptop #9S7-14DL24-090,https://www.ryanscomputers.com/msi-modern-14-b5m-amd-ryzen-5-5500u-14-inch-fhd-display-gray-laptop,Processor Type. - Ryzen 5,RAM - 8GB,Generation - Not Applicable,Display Size (Inch) - 14
Microsoft Surface Book 3 Intel Core i7 1065G7 15 Inch PixelSense MultiTouch Display Platinum 2 in 1 Laptop #TLQ-00001,https://www.ryanscomputers.com/microsoft-surface-book-3-intel-core-i7-1065g7-15-inch-pixelsense-multitouch-display-platinum-2-in-1-laptop,Processor Type. - Core i7,RAM - 32GB,Generation - 10th (Intel),Display Size (Inch) - 15
MSI GF63 Thin 11UC Intel Core i7 11800H 256GB SSD 15.6 Inch FHD Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-gf63-thin-11uc-intel-core-i7-11800h-256gb-ssd-15-6-inch-fhd-display-black-gaming-laptop,Processor Type. - Core i7,RAM - 8GB,Generation - 11th (Intel),Display Size (Inch) - 15.6
